Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Plot,Language,Country,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,Type,DVD,BoxOffice,Production,Website,Response,tconst,has_omdb_data,Season,Episode,seriesID,totalSeasons
The Crown,2016–2023,TV-MA,04 Nov 2016,58 min,"Biography, Drama, History",N/A,Peter Morgan,"Claire Foy, Olivia Colman, Imelda Staunton",Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,English,"United Kingdom, United States",Won 24 Primetime Emmys. 158 wins & 431 nominations total,https://m.media-amazon.com/images/M/MV5BODcyODZlZDMtZGE0Ni00NjBhLWJlYTAtZDdlNWY3MzkwMGVhXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.6/10'}]",N/A,8.6,"278,925",tt4786824,series,,,,,True,tt4786824,True,,,,6
Kurt Seyit & Sura,2014,N/A,04 Apr 2014,46 min,"Drama, History, Romance",N/A,N/A,"Kivanç Tatlitug, Farah Zeynep Abdullah, Demet Özdemir","The love story of Kurt Seyit, a Crimean Tatar army major, and Sura, a rich Russian woman during the Russian Revolution and in the last days of the Ottoman Empire.",Turkish,Turkey,3 wins,https://m.media-amazon.com/images/M/MV5BNGViNWY1NjAtMTAyYS00Y2M5LWIwMTEtMjM1YTM4ZGMzNzU3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",N/A,7.2,"4,506",tt3467380,series,,,,,True,tt3467380,True,,,,2
The Returned,2015,TV-14,09 Mar 2015,31S min,"Drama, Fantasy, Horror",N/A,Carlton Cuse,"Kevin Alejandro, Agnes Bruckner, India Ennenga",A small town's residents are stunned when recently deceased locals begin returning from the dead. What should be a miracle soon becomes a nightmare.,English,United States,2 nominations,https://m.media-amazon.com/images/M/MV5BMGI4NmJhYzMtMjk0Yi00YmMzLThiZDgtM2QxNzgwOGYzYmE0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",N/A,7.0,"12,237",tt3230780,series,,,,,True,tt3230780,True,,,,1
The Girl in the Book,2015,Not Rated,11 Dec 2015,86 min,Drama,Marya Cohn,Marya Cohn,"Emily VanCamp, Courtney Daniels, Jordan Lage","Set in the world of New York publishing, a young book editor is forced to confront a troubling chapter from her past when a bestselling author re-enters her life.",English,United States,1 nomination total,https://m.media-amazon.com/images/M/MV5BMTU0MDUyNjMyOF5BMl5BanBnXkFtZTgwNzUxMzk3NjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68,6.1,"4,807",tt2980554,movie,N/A,"$8,245",N/A,N/A,True,tt2980554,True,,,,
Dexter,2013,TV-14,12 Aug 2013,N/A,Talk-Show,N/A,N/A,"Jim Rash, Scott Buck, Sara Colleton, Wendy West","Go behind-the-scenes of Dexter, the show about a serial killer with a strict moral code. Get rare insights from actor Michael C. Hall and Scott Buck.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BMTA2MTU1MTA2NTleQTJeQWpwZ15BbWU4MDU5NjUxMzIx._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}]",N/A,6.0,15,tt3109616,episode,,,,,True,tt3109616,True,1,3,tt3059532,
Leverage,2012,N/A,02 Oct 2012,N/A,Adult,Robby D.,N/A,"Vicki Chase, James Deen, Erik Everhard, Manuel Ferrara",N/A,English,USA,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '3.0/10'}]",N/A,3.0,27,tt2493276,movie,N/A,N/A,N/A,N/A,True,tt2493276,True,,,,
Luther,2015,N/A,28 Sep 2015,16 min,"Short, Drama","Justin Baldovino, Brian Muna, Anton Ngata","Justin Baldovino, Brian Muna, Anton Ngata","Paul Sablan Sauget, Julius Santos","An agent is captured eight years after going rogue by an entity known as the ""Organization."" The interrogation examines fragments of the agent's past only to lead to an impending revelation.",English,Guam,1 win,https://m.media-amazon.com/images/M/MV5BMDM2ZTMyMjMtMzFhYi00NGIzLWI2YzUtMWY5ZjEwYTg1M2JmXkEyXkFqcGdeQXVyNjQ1ODY3ODU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4997298,movie,N/A,N/A,N/A,N/A,True,tt4997298,True,,,,
Last Man Standing,2015,N/A,23 May 2015,47 min,Comedy,David Pustansky,David Pustansky,"David Pustansky, Tara Dowd, Erika Sanderson","A romantic comedy about a man who finds himself as the most desired man on the planet, but despite having the choice of any woman in the world, the only one he wants does not want him: his ex-girlfriend.",English,United Kingdom,N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}]",N/A,6.8,7,tt4722990,movie,N/A,N/A,N/A,N/A,True,tt4722990,True,,,,
Touch,2012–2013,TV-PG,25 Jan 2012,43 min,"Drama, Mystery, Sci-Fi",N/A,Tim Kring,"Kiefer Sutherland, David Mazouz, Gugu Mbatha-Raw",A widower struggling to raise his emotionally challenged son discovers that he can predict events before they happen.,English,United States,Nominated for 2 Primetime Emmys. 2 wins & 12 nominations total,https://m.media-amazon.com/images/M/MV5BNTI3OTcwNTk3Ml5BMl5BanBnXkFtZTcwNzA3NzAzNw@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"43,791",tt1821681,series,,,,,True,tt1821681,True,,,,2
The Fall,2016,N/A,14 Oct 2016,N/A,Documentary,N/A,N/A,N/A,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2Q0NTZmMzgtYWRiMS00Mjc4LTgwYzAtNTU3Zjc3Mzk1NjZjXkEyXkFqcGc@._V1_SX300.jpg,[],N/A,N/A,N/A,tt20225680,episode,,,,,True,tt20225680,True,1,3,tt14920800,
Crossing Lines,2015,N/A,04 Jun 2015,N/A,"Drama, Mystery, Sci-Fi",Michael McGowan,"Michael McGowan, Malcolm MacRury","Jennette McCurdy, Jesse Carere, Ryan Allen",Pretty Lake experiences a major power outage cutting out even local communications. Ronnie continues to cause trouble as the vigilantes take up guns.,English,Canada,N/A,https://m.media-amazon.com/images/M/MV5BZTBjNGMxM2UtNWM1YS00ZjkyLTgyZGEtNTc5ZmM5Y2Y0ZjY3XkEyXkFqcGdeQXVyNTc2OTM3MTk@._V1_SX300.jpg,[],N/A,N/A,277,tt4218356,episode,,,,,True,tt4218356,True,1,3,tt4132692,
The Honorable Woman,2014,N/A,31 Jul 2014,60 min,"Drama, Thriller",N/A,N/A,"Maggie Gyllenhaal, Stephen Rea, Lubna Azabal","Centers on Nessa Stein, a woman who inherits her father's arms business and finds herself in an international maelstrom as she continues to promote the reconciliation between Israelis and Palestinians.",English,"United Kingdom, United States",Nominated for 4 Primetime Emmys. 9 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BNTE1MTM2NjkzN15BMl5BanBnXkFtZTgwNDU5MDUzMjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}]",N/A,7.9,"11,769",tt3021686,series,,,,,True,tt3021686,True,,,,1
American Odyssey,2015,TV-14,05 Apr 2015,31S min,"Action, Drama, Thriller",N/A,"Adam Armus, Nora Kay Foster, Peter Horton","Anna Friel, Peter Facinelli, Jake Robinson","Three families are torn apart when a stranded female soldier, a disillusioned corporate attorney and a disrespected political activist are pulled into the same shocking international military conspiracy.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjM2OTIxNTAxMV5BMl5BanBnXkFtZTgwNzY3MjU4NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"6,332",tt3551796,series,,,,,True,tt3551796,True,,,,1
Aquarius,2015–2016,TV-14,28 May 2015,42 min,"Biography, Crime, Drama",N/A,John McNamara,"David Duchovny, Grey Damon, Gethin Anthony","A gritty 1960s cop drama about LAPD detective Sam Hodiak and his trainee, who must deal with gangs, brutal crimes, changing times, family crises and unhinged manipulative small-time crook Charles Manson, who's slowly building his ...",English,United States,1 win & 1 nomination total,https://m.media-amazon.com/images/M/MV5BMTU5MTE3ODIxOF5BMl5BanBnXkFtZTgwMzA2Nzc4NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}]",N/A,7.1,"13,983",tt3768572,series,,,,,True,tt3768572,True,,,,2
Hap and Leonard,2016–2018,TV-MA,02 Mar 2016,21S min,"Crime, Drama, Mystery",N/A,"Nick Damici, Jim Mickle","James Purefoy, Michael Kenneth Williams, Tiffany Mack","Set in the late 1980s, Hap and Leonard is a darkly comic swamp noir of two best friends, one femme fatale, a crew of washed up revolutionaries, a pair of murderous psycho killers, some lost loot, and the fuzz.",English,United States,3 nominations total,https://m.media-amazon.com/images/M/MV5BMzkyNDg0NDY4OV5BMl5BanBnXkFtZTgwOTU5Njg4NDM@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"8,571",tt3729898,series,,,,,True,tt3729898,True,,,,3
Rosewood,2015,N/A,01 Jan 2015,N/A,"Short, Drama",Kryzz Gautier,"Kryzz Gautier, Joseph Mead","Ava Ames, Rick Cohen, Patricia Coutino","When a wise, tired, and jaded old man meets for dinner with an irrepressible, hedonistic young woman with a taste for life, a wry sense of humor, and a concealed streak of compassion suddenly the future of humanity lies in the act...",English,United States,N/A,N/A,[],N/A,N/A,N/A,tt4104418,movie,N/A,N/A,N/A,N/A,True,tt4104418,True,,,,
Episode #5.9,2016,NOT RATED,N/A,10 min,Drama,Bryan James,Bryan James,"Bryan James, Stephanie C. Allen, Melissa Archer, Drew Garrett",N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTQ1NDM2NDA4NV5BMl5BanBnXkFtZTgwODc0ODk1NjE@._V1_SX300.jpg,[],N/A,N/A,N/A,tt4993690,episode,,,,,True,tt4993690,True,5,9,tt2017048,
Travelers,2016,TV-MA,16 Dec 2016,59 min,"Drama, Sci-Fi, Thriller",Daniel Sackheim,"Philip K. Dick, Frank Spotnitz, Erik Oleson","Alexa Davalos, Rupert Evans, Luke Kleintank","Fighting to acclimatize to the strange new world of Nazi New York, Juliana seeks out the one person she thinks she can trust: Joe Blake. Angry and defiant after Juliana's departure, Frank is drawn to the Resistance movement and it...",N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMTcwODk4NDI3NF5BMl5BanBnXkFtZTgwOTQ4NjU4MDI@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}]",N/A,8.1,1995,tt5646866,episode,,,,,True,tt5646866,True,2,3,tt1740299,
Bordertown,2016–2020,TV-MA,31 Mar 2017,2 min,"Crime, Drama, Mystery",N/A,Miikko Oikkonen,"Ville Virtanen, Matleena Kuusniemi, Anu Sinisalo","Quirky police detective, in Finland, delves into his memory palace to solve despicable crimes all the while trying to keep his family together. If Sherlock was based in Finland this would be it.","Finnish, Russian, English","Finland, France",3 wins total,https://m.media-amazon.com/images/M/MV5BNjU2NzM3YjEtYTg2MC00NDMzLWFiODItNWEwNDZjNTRlMzMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}]",N/A,7.6,"12,695",tt4937942,series,,,,,True,tt4937942,True,,,,3
The Nightmare Before Christmas,1993,PG,29 Oct 1993,76 min,"Animation, Adventure, Family",Henry Selick,"Caroline Thompson, Michael McDowell, Tim Burton","Danny Elfman, Chris Sarandon, Catherine O'Hara","Jack Skellington, king of Halloween Town, discovers Christmas Town, but his attempts to bring Christmas to his home causes confusion.",English,United States,Nominated for 1 Oscar. 7 wins & 17 nominations total,https://m.media-amazon.com/images/M/MV5BNmYxOTAzZWYtOGI3Yi00ODc3LTk5ZjYtZTY0MzVkZTg3YmRiXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",82,7.9,"409,668",tt0107688,movie,N/A,"$94,707,435",N/A,N/A,True,tt0107688,True,,,,
Scooby-Doo,2002,PG,14 Jun 2002,86 min,"Adventure, Comedy, Family",Raja Gosnell,"James Gunn, Craig Titley, William Hanna","Matthew Lillard, Freddie Prinze Jr., Sarah Michelle Gellar","After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on.",English,United States,5 wins & 14 nominations total,https://m.media-amazon.com/images/M/MV5BMTg4MzMzMTY0OF5BMl5BanBnXkFtZTYwNzM3MTg2._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '32%'}, {'Source': 'Metacritic', 'Value': '35/100'}]",35,5.4,"138,973",tt0267913,movie,N/A,"$153,322,074",N/A,N/A,True,tt0267913,True,,,,
Chicken Little,2005,G,04 Nov 2005,81 min,"Animation, Adventure, Comedy",Mark Dindal,"Mark Dindal, Mark Kennedy, Steve Bencich","Zach Braff, Joan Cusack, Garry Marshall","After ruining his reputation with the town, a courageous chicken must come to the rescue of his fellow citizens when aliens start an invasion.",English,United States,4 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMTM3MTIzMDQxMV5BMl5BanBnXkFtZTYwNTE0Mjg3._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '48/100'}]",48,5.7,"106,831",tt0371606,movie,N/A,"$135,386,665",N/A,N/A,True,tt0371606,True,,,,
Teenage Mutant Ninja Turtles,2007,E10+,20 Mar 2007,N/A,"Animation, Action, Adventure, Comedy, Family, Fantasy, Sci-Fi",N/A,Mario Galardo,"Nolan North, Mitchell Whitfield, James Arnold Taylor, Mikey Kelley","The Ninja Turtles have since grown apart. But through vigorous training and thrilling battles against all new opponents, they learn to unite and work together as a family in order to save the world from invading monsters.",English,USA,N/A,https://m.media-amazon.com/images/M/MV5BYjMzYWFhN2YtYWZlNi00MzkyLThhMzEtNmJkZjM1MzA1NzgwXkEyXkFqcGdeQXVyMTk5NDI0MA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}]",N/A,6.6,220,tt1038098,game,N/A,N/A,N/A,N/A,True,tt1038098,True,,,,
Star Wars: The Clone Wars,2008–2020,TV-PG,03 Oct 2008,23 min,"Animation, Action, Adventure",N/A,George Lucas,"Tom Kane, Dee Bradley Baker, Matt Lanter",Jedi Knights lead the Grand Army of the Republic against the droid army of the Separatists.,English,United States,27 wins & 74 nominations total,https://m.media-amazon.com/images/M/MV5BOTdiODQ1MDYtZjM5My00MmQ5LTk1ZWUtZWIwYjBhZGMxZDAyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.5/10'}]",N/A,8.5,"141,430",tt0458290,series,,,,,True,tt0458290,True,,,,7
We're Back! A Dinosaur's Story,1993,G,24 Nov 1993,72 min,"Animation, Adventure, Comedy","Phil Nibbelink, Simon Wells, Dick Zondag","John Patrick Shanley, Hudson Talbott","John Goodman, Charles Fleischer, Blaze Berdahl",A time traveling scientist goes back to prehistoric times and feeds dinosaurs a magic cereal that increases their intelligence - next they land in modern New York City for a series of comic adventures.,English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMjM4ZTVmMmEtZjgxNC00Zjc2LWEyZmEtZTJjYmE2MzhiMjk4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",N/A,6.0,"16,469",tt0108526,movie,N/A,"$9,317,021",N/A,N/A,True,tt0108526,True,,,,
Cars Toons: Mater's Tall Tales,2010,N/A,05 Nov 2010,N/A,Family,William Butler,William Butler,Alex Foley,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BMzdiOTMyODAtZjk4Mi00NjEwLTg1NjYtOTJiNDUxODZkODA5XkEyXkFqcGdeQXVyNDExOTExODA@._V1_SX300.jpg,[],N/A,N/A,12,tt1826165,episode,,,,,True,tt1826165,True,3,10,tt1823359,
Star Wars: The Clone Wars,2014,N/A,04 May 2014,N/A,Comedy,N/A,N/A,Emer Prevost,N/A,N/A,N/A,N/A,https://m.media-amazon.com/images/M/MV5BY2I3YzQzZDctMjVlMi00ZTE2LTlkYzItZWRlYjRlYjAxNTNhXkEyXkFqcGdeQXVyNjgzNjA0ODU@._V1_SX300.jpg,[],N/A,N/A,N/A,tt12700200,episode,,,,,True,tt12700200,True,N/A,N/A,N/A,
The Super Mario Bros. Super Show!,1989,TV-Y7,04 Sep 1989,30 min,"Animation, Action, Adventure",N/A,"Bob Forward, Phil Harnage, Bruce Shelly","Lou Albano, Harvey Atkin, John Stocker","The Mario Brothers, Princess Toadstool, and Toad go on various adventures while battling the evil King Koopa.",English,"United States, Canada",N/A,https://m.media-amazon.com/images/M/MV5BZjkzYWI0ZmItMjdmOC00ZjVhLWFiM2ItYWI0YTJkNGQ1ODkyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}]",N/A,6.3,"5,168",tt0096707,series,,,,,True,tt0096707,True,,,,1
Power Rangers Zeo,1996–1997,TV-Y7,20 Apr 1996,21 min,"Action, Adventure, Family",N/A,N/A,"Catherine Sutherland, Nakia Burrise, Steve Cardenas","Tommy, Billy, Adam, Rocky, Kat and Tanya are turned back to their teenage forms thanks to the Zeo Crystal. The Command Center is gone but the crystal leads them to the new Power Chamber and all but Billy take on new Zeo powers.",English,"United States, France, Japan",N/A,https://m.media-amazon.com/images/M/MV5BY2U2MTg5ZjMtZmIxMi00YzhjLWI0MmYtNjIxZjc3MTdkODRiXkEyXkFqcGdeQXVyNzEzNjU1NDg@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"3,218",tt0115319,series,,,,,True,tt0115319,True,,,,1
Oscar's Oasis,2011–2012,TV-Y,04 Jul 2011,7 min,"Animation, Adventure, Comedy",N/A,Benjamin Townsend,"Marie Facundo, Sly Johnson, Martial Le Minoux","Follows the sun-baked adventures of Oscar, a lizard in the middle of the desert finding himself misadventures wherever he goes, from finding water to fleeing from a band of misfits.",English,"France, United Kingdom, South Korea",N/A,https://m.media-amazon.com/images/M/MV5BNWNkNGNkNTItODVkZi00MjVmLThiMWEtOGJhOGIyNjExMjEwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}]",N/A,7.3,"1,056",tt2080922,series,,,,,True,tt2080922,True,,,,1
Thomas & Friends: King of the Railway,2013,TV-G,17 Sep 2013,62 min,"Animation, Adventure, Comedy, Family, Fantasy",Rob Silvestri,"Wilbert Awdry (railway series), Britt Allcroft (created by), Andrew Brenner","Mark Moraghan, David Bedella, Jules de Jongh, Jonathan Forbes","Thomas discovers mysteries of the past and must help a new friend, save a ruined castle and may even find some treasure when Sir Robert Norramby comes to the Island of Sodor.",English,UK,N/A,https://m.media-amazon.com/images/M/MV5BZDdmOTE4NzQtYmE0My00ZWIyLTlmZDgtM2U0MjZkNGZlYjg3XkEyXkFqcGdeQXVyNzMzMjU5NDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}]",N/A,6.5,232,tt2641678,movie,N/A,N/A,N/A,N/A,True,tt2641678,True,,,,
Transformers Prime Beast Hunters: Predacons Rising,2013,Not Rated,04 Oct 2013,65 min,"Animation, Action, Family","Vinton Heuck, Scooter Tidwell, Todd Waterman","Duane Capizzi, Marsha F. Griffin, Steven Melching","Peter Cullen, Frank Welker, Steve Blum",This movie chronicles the epic battle between the Autobots and the Decepticons in their mission to defend Earth against Unicron and one day restore their homeworld Cybertron.,English,United States,1 win & 3 nominations total,https://m.media-amazon.com/images/M/MV5BMTg5MTQ2NDYzNl5BMl5BanBnXkFtZTgwNDcwNDg2MTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",N/A,7.5,"2,307",tt2788526,movie,N/A,N/A,N/A,N/A,True,tt2788526,True,,,,
Agent F.O.X.,2014,G,30 Oct 2015,83 min,"Animation, Adventure, Comedy",Ge Shuiying,"Yunyun Guan, Hua Tan, Shengwei Wang","Shiyu Qiao, Xiaoming Xuan, Hao Chen",Super spy Agent F.O.X. arrives in Carrot Town with one objective: infiltrate the community of friendly rabbits and locate a mysterious artifact. But the mission goes awry when the secret agent is mistaken for a distant cousin.,English,China,1 win,https://m.media-amazon.com/images/M/MV5BMTc5OTIwMzkzMl5BMl5BanBnXkFtZTgwMTQyMDA3MjE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '3.1/10'}]",N/A,3.1,292,tt3897080,movie,N/A,N/A,N/A,N/A,True,tt3897080,True,,,,
Kong: King of the Apes,2016–2018,TV-Y7,15 Apr 2016,1 min,"Animation, Action, Adventure",N/A,N/A,"Lee Tockar, Viv Leacock, Vincent Tong","Kong is saved as a young ape by a young boy, Lucas. Lucas and his family raise kong but Lucas' twin brother is jealous and tries to get rid of Kong.","English, Spanish, French, German, Mandarin","United States, Japan, Canada",3 nominations,https://m.media-amazon.com/images/M/MV5BMjQyOTU4NDc5M15BMl5BanBnXkFtZTgwNzE3MTU3ODE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}]",N/A,5.7,397,tt5462936,series,,,,,True,tt5462936,True,,,,2
Marvel Super Hero Adventures: Frost Fight!,2015,PG,11 Dec 2015,73 min,"Animation, Action, Adventure, Family, Fantasy, Sci-Fi","Eric Radomski, Mitch Schauer","Mark Banker, Joe Simon (created by: Captain America), Jack Kirby (created by: Captain America), Bill Mantlo (created by: Rocket Raccoon), Keith Giffen (created by: Rocket Raccoon)","Mick Wingert, Matthew Mercer, Travis Willingham, Fred Tatasciore",The Marvel Heroes unite to try and stop Loki and the frost giant Ymir from conquering the world as the duo try to steal Santa's powers to do so.,English,USA,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTg0MzgyMzM2MV5BMl5BanBnXkFtZTgwMDI2MTU1NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}]",N/A,5.2,727,tt5272052,movie,N/A,N/A,N/A,N/A,True,tt5272052,True,,,,
Slugterra: Slug Fu Showdown,2015,Not Rated,01 Feb 2015,43 min,Short,Clint Butler(co-director),N/A,"Sam Vincent, Andrew Francis, Lee Tockar, Shannon Chan-Kent","Eli has added some awesome new slugs to his arsenal: the extremely powerful Elemental Slugs. But in order to control them, Eli must learn Slug Fu--the ancient form of slugslinging that ...",N/A,N/A,1 nomination.,https://m.media-amazon.com/images/M/MV5BMTQ5NzEyNjM3N15BMl5BanBnXkFtZTgwODAyOTc1NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}]",N/A,8.2,75,tt4458404,movie,N/A,N/A,N/A,N/A,True,tt4458404,True,,,,
Lego DC Comics: Batman Be-Leaguered,2014,TV-Y7,27 Oct 2014,22 min,"Animation, Short, Action",Rick Morales,"James Krieg, Jerry Siegel, Joe Shuster","Dee Bradley Baker, Troy Baker, John DiMaggio","Superman wants Batman to join his new superhero team, but Batman prides himself on being a self-sufficient loner.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BNmY2MTUzMDUtNWNmYS00MTkwLWI2ZTgtZTNlNTc3Mzk0ZDQ5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,732",tt4189294,movie,N/A,N/A,N/A,N/A,True,tt4189294,True,,,,
Power Rangers Dino Charge,2015–2016,TV-Y7,07 Feb 2015,21 min,"Action, Adventure, Family",N/A,"Judd Lynn, Haim Saban, Jeffrey Newman","Brennan Mejia, Camille Hyde, Yoshi Sudarso","In prehistoric times, an alien entrusted 10 powerful Energemas to 10 dinosaurs, and these were lost with their extinction. Now an intergalactic bounty hunter seeks to reclaim the Energemas and destroy the Earth.",English,United States,N/A,https://m.media-amazon.com/images/M/MV5BMTQzMzE1NDQ3Nl5BMl5BanBnXkFtZTgwMDYyMjI2NDE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",N/A,6.4,"1,809",tt3521854,series,,,,,True,tt3521854,True,,,,2
Bunks,2013,PG,16 Jun 2014,80 min,"Comedy, Family, Horror",Tibor Takács,"Tim Burns, Mike Kiss, Tom McGillis","Dylan Schmid, Aidan Shipley, Emilia McCarthy","When two trouble-making brothers scam their way into an idyllic summer camp, they find themselves leading a rag tag cabin of boys into breaking every rule in the book. But the real trouble starts when they accidentally trigger a c...",English,Canada,4 nominations,https://m.media-amazon.com/images/M/MV5BYmIwYzRjZDQtNmM4Ni00YzNjLThiMzItNzAzNTkwYjliNjA1XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.3/10'}]",N/A,5.3,938,tt3161448,movie,N/A,N/A,N/A,N/A,True,tt3161448,True,,,,
The Jungle Book,2016,PG,15 Apr 2016,106 min,"Animation, Action, Adventure",Jon Favreau,"Justin Marks, Rudyard Kipling","Neel Sethi, Bill Murray, Ben Kingsley","After a threat from the tiger Shere Khan forces him to flee the jungle, a man-cub named Mowgli embarks on a journey of self discovery with the help of panther Bagheera and free-spirited bear Baloo.",English,"United Kingdom, United States, New Zealand, France, Canada, India",Won 1 Oscar. 33 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BMTc3NTUzNTI4MV5BMl5BanBnXkFtZTgwNjU0NjU5NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",77,7.3,"304,379",tt3040964,movie,N/A,"$364,001,123",N/A,N/A,True,tt3040964,True,,,,
The Angry Birds Movie,2016,PG,20 May 2016,97 min,"Animation, Action, Adventure","Clay Kaytis, Fergal Reilly","Jon Vitti, Mikael Hed, Mikko Pöllä","Jason Sudeikis, Josh Gad, Danny McBride","When an island populated by happy, flightless birds is visited by mysterious green pigs, it's up to three unlikely outcasts to figure out what the pigs are up to.",English,"United States, Finland, Canada, India",3 wins & 8 nominations total,https://m.media-amazon.com/images/M/MV5BMTY3MjU0NDA0OF5BMl5BanBnXkFtZTgwNTc0MTU3OTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43,6.3,"115,134",tt1985949,movie,N/A,"$107,509,366",N/A,N/A,True,tt1985949,True,,,,
The Secret Life of Pets,2016,PG,08 Jul 2016,86 min,"Animation, Adventure, Comedy",Chris Renaud,"Cinco Paul, Ken Daurio, Brian Lynch","Louis C.K., Eric Stonestreet, Kevin Hart","The quiet life of a terrier named Max is upended when his owner takes in Duke, a stray whom Max instantly dislikes.",English,"Japan, United States",4 wins & 15 nominations total,https://m.media-amazon.com/images/M/MV5BMjIzMzA1OTkzNV5BMl5BanBnXkFtZTgwODE3MjM4NzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '61/100'}]",61,6.5,"233,985",tt2709768,movie,N/A,"$368,623,860",N/A,N/A,True,tt2709768,True,,,,
